declarationRequestNumber,region,stateAbbreviation,state,tribalRequest,declarationRequestDate,declarationRequestType,incidentName,requestedIncidentTypes,requestedIncidentBeginDate,requestedIncidentEndDate,currentRequestStatus,requestStatusDate,ihProgramRequested,iaProgramRequested,paProgramRequested,hmProgramRequested,incidentId,incidentBeginDate,id
23099,4,KY,Kentucky                      ,0,2023-08-18T00:00:00.000Z,Major Disaster,Severe Storms straight-line winds & flash flooding,Severe Storm,2023-07-17T00:00:00.000Z,2023-07-20T00:00:00.000Z,Turndown,2024-02-26T00:00:00.000Z,1,0,0,0,2023073102,2023-07-16T00:00:00.000Z,f9a81609-59da-44f7-b53e-5c51010334ec
23117,10,AK,Alaska                        ,0,2023-09-05T00:00:00.000Z,Major Disaster,AK_Mendenhall Glacier Dam Burst,Dam/Levee Break,2023-08-04T00:00:00.000Z,2023-08-06T00:00:00.000Z,Turndown,2023-09-26T00:00:00.000Z,1,0,1,1,2023081501,2023-08-05T00:00:00.000Z,17238a63-29ef-4b7a-8c3d-c47712368b3b
23136,3,PA,Pennsylvania                  ,0,2023-11-09T00:00:00.000Z,Major Disaster,R3_ Pennsylvania Severe Storms and Flooding,Flood,2023-09-09T00:00:00.000Z,2023-09-10T00:00:00.000Z,Turndown,2024-03-15T00:00:00.000Z,1,0,1,1,2023091801,2023-09-09T00:00:00.000Z,bd40b349-5dda-49ce-8127-d97234c36fb4
24004,10,AK,Alaska                        ,0,2024-01-24T00:00:00.000Z,Major Disaster,AK_Permafrost Degradation,Other,2023-11-26T00:00:00.000Z,2023-11-27T00:00:00.000Z,Turndown,2024-03-15T00:00:00.000Z,0,0,1,1,2024011801,2023-11-26T00:00:00.000Z,18bb44dc-e5b9-4925-aadb-b20af4e62e66
24006,4,SC,South Carolina                ,0,2024-02-02T00:00:00.000Z,Major Disaster,Severe Weather,Severe Storm,2024-01-09T00:00:00.000Z,2024-01-10T00:00:00.000Z,Turndown,2024-03-15T00:00:00.000Z,1,0,0,0,2024011101,2024-01-11T00:00:00.000Z,257cee54-e053-4858-9f33-28a7f1a96212
24007,4,FL,Florida                       ,0,2024-02-05T00:00:00.000Z,Major Disaster,Severe Weather,Severe Storm,2024-01-09T00:00:00.000Z,2024-01-09T00:00:00.000Z,Turndown,2024-03-15T00:00:00.000Z,1,0,1,1,2024011101,2024-01-11T00:00:00.000Z,b65cf2f9-8dfc-4b63-867c-da623d24fe8a
24009,7,IA,Iowa                          ,0,2024-02-13T00:00:00.000Z,Major Disaster,R7 Winter Storms Iowa,Winter Storm,2024-01-08T00:00:00.000Z,2024-01-14T00:00:00.000Z,Turndown,2024-08-15T00:00:00.000Z,0,0,1,1,2024012501,2024-01-08T00:00:00.000Z,fbd51dfd-d762-4760-8f52-4a8764d78e9f
24015,8,SD,South Dakota                  ,1,2018-08-17T00:00:00.000Z,Major Disaster,SD - Severe Storms 07/04/2018,Severe Storm,2018-06-29T00:00:00.000Z,2018-07-04T00:00:00.000Z,Turndown,2018-09-18T00:00:00.000Z,1,0,1,1,2018072602,2018-07-03T00:00:00.000Z,3b4b29c2-75a6-4ef7-9abc-46199c3b296b
24016,8,SD,South Dakota                  ,1,2018-08-27T00:00:00.000Z,Major Disaster,OST severe storm 07/27/2018,Severe Storm,2018-07-27T00:00:00.000Z,2018-07-29T00:00:00.000Z,Turndown,2018-09-18T00:00:00.000Z,1,0,0,1,2024022901,2018-07-27T00:00:00.000Z,eaa7297e-2c3c-45ed-8554-2992581d7d10
24025,4,KY,Kentucky                      ,0,2024-03-27T00:00:00.000Z,Major Disaster,"Severe Weather - Winds, Heavy Rains, and Tornadoes",Severe Storm,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,Turndown,2024-04-19T00:00:00.000Z,1,0,0,0,2024031501,2024-03-14T00:00:00.000Z,698c10f4-f55a-4a26-a1f5-a54532d17c35
24038,9,CA,California                    ,1,2024-03-21T00:00:00.000Z,Major Disaster,Sycuan Band of Kumeyaay Nation ,Flood,2024-01-21T00:00:00.000Z,2024-01-23T00:00:00.000Z,Turndown,2024-05-24T00:00:00.000Z,0,0,1,1,2024050601,2024-01-21T00:00:00.000Z,f3e8b2e7-05fe-4320-b513-753d455e69cf
24041,4,SC,South Carolina                ,0,2024-05-07T00:00:00.000Z,Major Disaster,Severe Storms & Hail,Severe Storm,2024-04-20T00:00:00.000Z,2024-04-21T00:00:00.000Z,Turndown,2024-05-22T00:00:00.000Z,1,0,0,0,2024042903,2024-04-20T00:00:00.000Z,ab8a4be1-3bf5-4d6b-9803-110b825840bd
24051,5,OH,Ohio                          ,0,2024-06-03T00:00:00.000Z,Major Disaster,R5 Ohio Severe Storms Eastern Counties,Severe Storm,2024-04-01T00:00:00.000Z,2024-04-04T00:00:00.000Z,Turndown,2024-08-30T00:00:00.000Z,0,0,1,1,2024042201,2024-04-01T00:00:00.000Z,945a5722-70f0-419c-b867-54c1b65205d1
24052,10,AK,Alaska                        ,0,2024-06-04T00:00:00.000Z,Major Disaster,AK_City of Kivalina Fire,Fire,2024-04-09T00:00:00.000Z,2024-04-09T00:00:00.000Z,Turndown,2024-07-03T00:00:00.000Z,0,0,1,1,2024051501,2024-04-09T00:00:00.000Z,c07c62d0-e91e-45fd-9b8b-1a8ebe76fbb1
24053,10,AK,Alaska                        ,0,2024-06-04T00:00:00.000Z,Major Disaster,AK_South Tongass VFD Fire,Fire,2024-04-09T00:00:00.000Z,2024-04-09T00:00:00.000Z,Turndown,2024-07-12T00:00:00.000Z,0,0,1,1,2024051502,2024-04-09T00:00:00.000Z,b62b7eaa-b875-4a67-80b0-619a4fdaff35
24054,4,SC,South Carolina                ,0,2024-06-05T00:00:00.000Z,Major Disaster,"May 6, 2024 SC Dam/Spillway Breech ",Dam/Levee Break,2024-05-06T00:00:00.000Z,2024-05-06T00:00:00.000Z,Turndown,2024-06-20T00:00:00.000Z,0,0,1,1,2024052101,2024-05-06T00:00:00.000Z,266fb838-2414-497b-94f5-396a8a6733e6
24056,5,MI,Michigan                      ,0,2024-06-06T00:00:00.000Z,Major Disaster,R5 - MI May 7 Tornadoes,Tornado,2024-05-07T00:00:00.000Z,2024-05-07T00:00:00.000Z,Turndown,2025-01-18T00:00:00.000Z,1,0,0,1,2024052801,2024-05-07T00:00:00.000Z,86bc1a82-3bf4-419b-8fd8-cd4c10105e7c
24119,2,NY,New York                      ,0,2024-07-20T00:00:00.000Z,Emergency,NY Tornado-07/15/2024,Tornado,2024-07-15T00:00:00.000Z,2024-07-16T00:00:00.000Z,Turndown,2025-03-19T00:00:00.000Z,0,0,1,0,2024072002,2024-07-15T00:00:00.000Z,41e6c618-999c-41b5-9d59-eb49975b13c5
24175,9,CA,California                    ,0,2024-09-24T00:00:00.000Z,Major Disaster,Park and Borel Fires,Fire,2024-07-24T00:00:00.000Z,2024-08-26T00:00:00.000Z,Turndown,2025-04-11T00:00:00.000Z,1,0,1,1,2024100101,2024-07-24T00:00:00.000Z,29e59888-ce18-417b-8f8a-bb6dd6c183bc
24176,10,ID,Idaho                         ,0,2024-10-07T00:00:00.000Z,Major Disaster,ID Gwen Fire,Fire,2024-07-24T00:00:00.000Z,2024-08-09T00:00:00.000Z,Turndown,2024-11-20T00:00:00.000Z,1,0,0,1,2024091201,2024-07-25T00:00:00.000Z,00c34b68-b6bf-42be-860d-3bdbe02d66a6
24202,3,PA,Pennsylvania                  ,0,2024-12-06T00:00:00.000Z,Emergency,Snowstorm,Snowstorm,2024-11-28T00:00:00.000Z,,Turndown,2025-01-13T00:00:00.000Z,0,0,1,0,2024120901,2024-11-28T00:00:00.000Z,b5c3abda-56a1-4568-8551-24c2f480c3e5
25001,6,LA,Louisiana                     ,0,2025-01-02T00:00:00.000Z,Emergency,New Orleans Terror Attack ,Terrorist,2025-01-01T00:00:00.000Z,,Turndown,2025-02-12T00:00:00.000Z,0,0,1,0,2025010201,2025-01-01T00:00:00.000Z,76c8c463-ec1a-4e35-9e32-25a93227fb5f
25006,5,WI,Wisconsin                     ,0,2025-01-13T00:00:00.000Z,Major Disaster,R5 - WI - Lack of Snow,Other,2024-12-20T00:00:00.000Z,,Turndown,2025-02-12T00:00:00.000Z,0,0,0,0,2025011401,2024-12-20T00:00:00.000Z,afa53b48-c7a1-4efe-89e1-8f796da73a60
25031,4,TN,Tennessee                     ,0,2025-03-18T00:00:00.000Z,Major Disaster,R4 Severe Weather - 2/14/2025,Severe Storm,2025-02-15T00:00:00.000Z,2025-02-16T00:00:00.000Z,Turndown,2025-04-11T00:00:00.000Z,1,0,0,1,2025021401,2025-02-14T00:00:00.000Z,9b4e3f43-1e31-4ead-b666-6e53e39146b7
25057,10,WA,Washington                    ,0,2025-01-14T00:00:00.000Z,Major Disaster,WA - Severe Storm,Severe Storm,2024-11-17T00:00:00.000Z,2024-11-23T00:00:00.000Z,Turndown,2025-04-11T00:00:00.000Z,0,0,1,0,2024112001,2024-11-17T00:00:00.000Z,a038c31d-af7c-4868-9472-388a2a1c50eb
53001,4,GA,Georgia                       ,0,1953-08-21T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1953-08-21T00:00:00.000Z,1953-08-21T00:00:00.000Z,Turndown,1953-08-21T00:00:00.000Z,0,0,0,0,53001,1953-08-21T00:00:00.000Z,a3bc94ce-3e81-42cb-96a8-5135b2101132
53002,9,CA,California                    ,0,1953-12-10T00:00:00.000Z,Major Disaster,BEACH EROSION,Mud/Landslide,1953-12-10T00:00:00.000Z,1953-12-10T00:00:00.000Z,Turndown,1953-12-10T00:00:00.000Z,0,0,0,0,53002,1953-12-10T00:00:00.000Z,d692faa9-64dd-4cd5-aa03-c84136ff3628
54001,5,MN,Minnesota                     ,0,1954-07-01T00:00:00.000Z,Major Disaster,CROP INFESTATION - ARMY WORMS,Crop Losses,1954-07-01T00:00:00.000Z,1954-07-01T00:00:00.000Z,Turndown,1954-07-01T00:00:00.000Z,0,0,0,0,54001,1954-07-01T00:00:00.000Z,ea4fabeb-87b1-4a3b-b7d2-a4c33864d5a4
54002,5,MI,Michigan                      ,0,1954-12-10T00:00:00.000Z,Major Disaster,FLOOD,Flood,1954-12-10T00:00:00.000Z,1954-12-10T00:00:00.000Z,Turndown,1954-12-10T00:00:00.000Z,0,0,0,0,54002,1954-12-10T00:00:00.000Z,f15b9fce-df53-4c62-a473-e7e44c85541c
55001,4,KY,Kentucky                      ,0,1955-03-01T00:00:00.000Z,Major Disaster,FLOOD,Flood,1955-03-01T00:00:00.000Z,1955-03-01T00:00:00.000Z,Turndown,1955-03-01T00:00:00.000Z,0,0,0,0,55001,1955-03-01T00:00:00.000Z,a8855333-0cbc-4f0b-b243-e5f5617c8c97
55002,5,OH,Ohio                          ,0,1955-04-08T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1955-04-08T00:00:00.000Z,1955-04-08T00:00:00.000Z,Turndown,1955-04-08T00:00:00.000Z,0,0,0,0,55002,1955-04-08T00:00:00.000Z,6d6a6078-dbff-4604-8086-e3810b7fe945
56001,6,OK,Oklahoma                      ,0,1956-10-15T00:00:00.000Z,Major Disaster,FIRE,Fire,1956-10-15T00:00:00.000Z,1956-10-15T00:00:00.000Z,Turndown,1956-10-15T00:00:00.000Z,0,0,0,0,56001,1956-10-15T00:00:00.000Z,04317b0f-0d29-4006-9a10-e68c0f1cd90a
56002,3,PA,Pennsylvania                  ,0,1956-11-30T00:00:00.000Z,Major Disaster,SNOW STORM,Snowstorm,1956-11-30T00:00:00.000Z,1956-11-30T00:00:00.000Z,Turndown,1956-11-30T00:00:00.000Z,0,0,0,0,56002,1956-11-30T00:00:00.000Z,e125ecc4-70e8-4bf6-81f9-4db1daac8b29
57001,9,NV,Nevada                        ,0,1957-01-25T00:00:00.000Z,Major Disaster,WATER SHORTAGE,Drought,1957-01-25T00:00:00.000Z,1957-01-25T00:00:00.000Z,Turndown,1957-01-25T00:00:00.000Z,0,0,0,0,57001,1957-01-25T00:00:00.000Z,0f96ddea-a397-4768-b500-4884435f0808
57002,4,SC,South Carolina                ,0,1957-04-15T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1957-04-15T00:00:00.000Z,1957-04-15T00:00:00.000Z,Turndown,1957-04-15T00:00:00.000Z,0,0,0,0,57002,1957-04-15T00:00:00.000Z,7cbd0c62-4ef2-4b39-ab4a-7d88d7129ead
57003,4,NC,North Carolina                ,0,1957-04-16T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1957-04-16T00:00:00.000Z,1957-04-16T00:00:00.000Z,Turndown,1957-04-16T00:00:00.000Z,0,0,0,0,57003,1957-04-16T00:00:00.000Z,f632b3a7-681f-42d7-924f-80a9b22e78b8
57004,4,AL,Alabama                       ,0,1957-04-26T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1957-04-26T00:00:00.000Z,1957-04-26T00:00:00.000Z,Turndown,1957-04-26T00:00:00.000Z,0,0,0,0,57004,1957-04-26T00:00:00.000Z,c0b15e6c-aa90-4742-af14-b8523d344d40
57005,1,MA,Massachusetts                 ,0,1957-05-15T00:00:00.000Z,Major Disaster,FOREST FIRE,Fire,1957-05-15T00:00:00.000Z,1957-05-15T00:00:00.000Z,Turndown,1957-05-15T00:00:00.000Z,0,0,0,0,57005,1957-05-15T00:00:00.000Z,9786aca8-0d35-4031-bbb6-eb90b7d01abc
57006,5,OH,Ohio                          ,0,1957-05-25T00:00:00.000Z,Major Disaster,WINDSTORM,Severe Storm,1957-05-25T00:00:00.000Z,1957-05-25T00:00:00.000Z,Turndown,1957-05-25T00:00:00.000Z,0,0,0,0,57006,1957-05-25T00:00:00.000Z,931d06ba-e926-467f-8222-28af1121ca6a
57007,8,CO,Colorado                      ,0,1957-06-03T00:00:00.000Z,Major Disaster,FLOOD,Flood,1957-06-03T00:00:00.000Z,1957-06-03T00:00:00.000Z,Turndown,1957-06-03T00:00:00.000Z,0,0,0,0,57007,1957-06-03T00:00:00.000Z,e40ba8e1-b892-4ac4-a7f6-d5b47fc42e69
57008,8,SD,South Dakota                  ,0,1957-06-21T00:00:00.000Z,Major Disaster,FLOOD,Flood,1957-06-21T00:00:00.000Z,1957-06-21T00:00:00.000Z,Turndown,1957-06-21T00:00:00.000Z,0,0,0,0,57008,1957-06-21T00:00:00.000Z,62dd50a5-d25b-45f1-877d-f58413688e42
57009,7,IA,Iowa                          ,0,1957-06-26T00:00:00.000Z,Major Disaster,FLOOD,Flood,1957-06-26T00:00:00.000Z,1957-06-26T00:00:00.000Z,Turndown,1957-06-26T00:00:00.000Z,0,0,0,0,57009,1957-06-26T00:00:00.000Z,725542f7-e100-4b1b-90ef-5f2b89e26639
57010,7,MO,Missouri                      ,0,1957-09-16T00:00:00.000Z,Major Disaster,WINDS & TORRENTIAL RAINS,Severe Storm,1957-09-16T00:00:00.000Z,1957-09-16T00:00:00.000Z,Turndown,1957-09-16T00:00:00.000Z,0,0,0,0,57010,1957-09-16T00:00:00.000Z,e02cad04-697f-4311-9343-c936a64e8e5d
57011,7,MO,Missouri                      ,0,1957-12-17T00:00:00.000Z,Major Disaster,EXCESSIVE RAINFALL,Severe Storm,1957-12-17T00:00:00.000Z,1957-12-17T00:00:00.000Z,Turndown,1957-12-17T00:00:00.000Z,0,0,0,0,57011,1957-12-17T00:00:00.000Z,0641e527-b906-4563-b159-51c75d35fb97
58001,5,IL,Illinois                      ,0,1958-01-17T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1958-01-17T00:00:00.000Z,1958-01-17T00:00:00.000Z,Turndown,1958-01-17T00:00:00.000Z,0,0,0,0,58001,1958-01-17T00:00:00.000Z,f3dfff83-e5bb-469c-92e3-d552eb3a6765
58002,4,GA,Georgia                       ,0,1958-02-03T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1958-02-03T00:00:00.000Z,1958-02-03T00:00:00.000Z,Turndown,1958-02-03T00:00:00.000Z,0,0,0,0,58002,1958-02-03T00:00:00.000Z,c5daddfa-9acb-457c-bcdf-577efb029139
58003,7,MO,Missouri                      ,0,1958-02-22T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1958-02-22T00:00:00.000Z,1958-02-22T00:00:00.000Z,Turndown,1958-02-22T00:00:00.000Z,0,0,0,0,58003,1958-02-22T00:00:00.000Z,4f4eea6d-14c7-4735-b007-f7c8a1cb1991
58004,4,AL,Alabama                       ,0,1958-03-08T00:00:00.000Z,Major Disaster,SEVERE WINTER WEATHER,Snowstorm,1958-03-08T00:00:00.000Z,1958-03-08T00:00:00.000Z,Turndown,1958-03-08T00:00:00.000Z,0,0,0,0,58004,1958-03-08T00:00:00.000Z,14cafda1-473a-43ac-9483-22d79e5b4460
58005,4,SC,South Carolina                ,0,1958-03-13T00:00:00.000Z,Major Disaster,EXTREME WINTER WEATHER,Snowstorm,1958-03-13T00:00:00.000Z,1958-03-13T00:00:00.000Z,Turndown,1958-03-13T00:00:00.000Z,0,0,0,0,58005,1958-03-13T00:00:00.000Z,a9553d40-b030-416b-8fb9-1724472dabc0
58006,5,WI,Wisconsin                     ,0,1958-06-12T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1958-06-12T00:00:00.000Z,1958-06-12T00:00:00.000Z,Turndown,1958-06-12T00:00:00.000Z,0,0,0,0,58006,1958-06-12T00:00:00.000Z,a8399bd1-d42b-4482-a2de-9375b404f143
58007,3,WV,West Virginia                 ,0,1958-08-14T00:00:00.000Z,Major Disaster,FLASH FLOOD,Flood,1958-08-14T00:00:00.000Z,1958-08-14T00:00:00.000Z,Turndown,1958-08-14T00:00:00.000Z,0,0,0,0,58007,1958-08-14T00:00:00.000Z,6a0d6597-b0d9-43b8-91c0-27423aaa7ea7
58008,5,OH,Ohio                          ,0,1958-08-22T00:00:00.000Z,Major Disaster,EXCESSIVE RAINFALL,Severe Storm,1958-08-22T00:00:00.000Z,1958-08-22T00:00:00.000Z,Turndown,1958-08-22T00:00:00.000Z,0,0,0,0,58008,1958-08-22T00:00:00.000Z,404431e8-6f97-4720-bc9a-ddddd082de57
58009,6,OK,Oklahoma                      ,0,1958-08-26T00:00:00.000Z,Major Disaster,"FLOODS, WIND & HAIL",Flood,1958-08-26T00:00:00.000Z,1958-08-26T00:00:00.000Z,Turndown,1958-08-26T00:00:00.000Z,0,0,0,0,58009,1958-08-26T00:00:00.000Z,0a9d591a-8a49-4052-83b7-c420aeee612a
58010,7,MO,Missouri                      ,0,1958-08-30T00:00:00.000Z,Major Disaster,EXCESSIVE RAINS & FLOODS,Flood,1958-08-30T00:00:00.000Z,1958-08-30T00:00:00.000Z,Turndown,1958-08-30T00:00:00.000Z,0,0,0,0,58010,1958-08-30T00:00:00.000Z,0e22425d-70da-42b0-8c14-f19b0896eeb2
58011,5,MI,Michigan                      ,0,1958-10-07T00:00:00.000Z,Major Disaster,WINDSTORM,Severe Storm,1958-10-07T00:00:00.000Z,1958-10-07T00:00:00.000Z,Turndown,1958-10-07T00:00:00.000Z,0,0,0,0,58011,1958-10-07T00:00:00.000Z,5df33299-9679-4e6b-9ae6-06cbf25b0e4a
59001,4,GA,Georgia                       ,0,1959-01-05T00:00:00.000Z,Major Disaster,SEVERE DROUGHT CONDITIONS,Drought,1959-01-05T00:00:00.000Z,1959-01-05T00:00:00.000Z,Turndown,1959-01-05T00:00:00.000Z,0,0,0,0,59001,1959-01-05T00:00:00.000Z,0a0766e4-2044-4329-8ea9-8afb85a50ab8
59002,9,CA,California                    ,0,1959-01-20T00:00:00.000Z,Major Disaster,FIRES & THREATENING FLOODS,Fire,1959-01-20T00:00:00.000Z,1959-01-20T00:00:00.000Z,Turndown,1959-01-20T00:00:00.000Z,0,0,0,0,59002,1959-01-20T00:00:00.000Z,40615a76-7732-48a3-9326-b01513e97e19
59003,10,AK,Alaska                        ,0,1959-04-17T00:00:00.000Z,Major Disaster,CLOSURE OF BRISTOL BAY TO COMM FISHING,Fishing Losses,1959-04-17T00:00:00.000Z,1959-04-17T00:00:00.000Z,Turndown,1959-04-17T00:00:00.000Z,0,0,0,0,59003,1959-04-17T00:00:00.000Z,2236eeea-110d-48a5-9e11-de173c1beb39
59004,3,DE,Delaware                      ,0,1959-06-08T00:00:00.000Z,Major Disaster,OYSTER INDUSTRY,Fishing Losses,1959-06-08T00:00:00.000Z,1959-06-08T00:00:00.000Z,Turndown,1959-06-08T00:00:00.000Z,0,0,0,0,59004,1959-06-08T00:00:00.000Z,be18e1b7-61b4-49f6-8b73-dcc27d5efca1
59005,4,GA,Georgia                       ,0,1959-06-15T00:00:00.000Z,Major Disaster,TORRENTIAL RAINS,Severe Storm,1959-06-15T00:00:00.000Z,1959-06-15T00:00:00.000Z,Turndown,1959-06-15T00:00:00.000Z,0,0,0,0,59005,1959-06-15T00:00:00.000Z,a04a3fc8-3475-4fc6-b61a-9a63c7384664
59006,7,MO,Missouri                      ,0,1959-08-14T00:00:00.000Z,Major Disaster,EXCESSIVE RAINFALL & FLOODING,Flood,1959-08-14T00:00:00.000Z,1959-08-14T00:00:00.000Z,Turndown,1959-08-14T00:00:00.000Z,0,0,0,0,59006,1959-08-14T00:00:00.000Z,ff342c4b-910c-4687-a034-a492bcbab7f8
59007,4,AL,Alabama                       ,0,1959-08-19T00:00:00.000Z,Major Disaster,HEAVY RAINFALL,Severe Storm,1959-08-19T00:00:00.000Z,1959-08-19T00:00:00.000Z,Turndown,1959-08-19T00:00:00.000Z,0,0,0,0,59007,1959-08-19T00:00:00.000Z,5a72f7fb-7b97-4f46-8b00-f98c2a188326
59008,8,SD,South Dakota                  ,0,1959-08-21T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1959-08-21T00:00:00.000Z,1959-08-21T00:00:00.000Z,Turndown,1959-08-21T00:00:00.000Z,0,0,0,0,59008,1959-08-21T00:00:00.000Z,39793893-45d3-4204-8b95-9bf015c850d4
59009,6,TX,Texas                         ,0,1959-10-12T00:00:00.000Z,Major Disaster,HURRICANE DEBRA,Hurricane,1959-10-12T00:00:00.000Z,1959-10-12T00:00:00.000Z,Turndown,1959-10-12T00:00:00.000Z,0,0,0,0,59009,1959-10-12T00:00:00.000Z,97c9af1d-1629-40a3-8bb2-4e93dfa93657
59010,5,MN,Minnesota                     ,0,1959-10-20T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1959-10-20T00:00:00.000Z,1959-10-20T00:00:00.000Z,Turndown,1959-10-20T00:00:00.000Z,0,0,0,0,59010,1959-10-20T00:00:00.000Z,9ef17fc0-a863-454f-9132-ffc38a7b28e2
59011,3,PA,Pennsylvania                  ,0,1959-11-12T00:00:00.000Z,Major Disaster,GROUND SUBSIDENCE,Other,1959-11-12T00:00:00.000Z,1959-11-12T00:00:00.000Z,Turndown,1959-11-12T00:00:00.000Z,0,0,0,0,59011,1959-11-12T00:00:00.000Z,08c20f3b-3c72-4843-8216-386fab02e3ba
59012,6,AR,Arkansas                      ,0,1959-11-24T00:00:00.000Z,Major Disaster,FLOOD,Flood,1959-11-24T00:00:00.000Z,1959-11-24T00:00:00.000Z,Turndown,1959-11-24T00:00:00.000Z,0,0,0,0,59012,1959-11-24T00:00:00.000Z,e6c0d2d1-f0e5-496d-bc2d-aadbf35acb26
60001,1,MA,Massachusetts                 ,0,1960-01-02T00:00:00.000Z,Major Disaster,TIDAL FLOOD,Flood,1960-01-02T00:00:00.000Z,1960-01-02T00:00:00.000Z,Turndown,1960-01-02T00:00:00.000Z,0,0,0,0,60001,1960-01-02T00:00:00.000Z,7f510dbb-5f69-49ce-9a8b-3b79899ac154
60002,4,AL,Alabama                       ,0,1960-03-17T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1960-03-17T00:00:00.000Z,1960-03-17T00:00:00.000Z,Turndown,1960-03-17T00:00:00.000Z,0,0,0,0,60002,1960-03-17T00:00:00.000Z,02ce517b-a7e9-40a4-9f03-032aec9dfee2
60003,4,GA,Georgia                       ,0,1960-03-17T00:00:00.000Z,Major Disaster,ICE STORM,Snowstorm,1960-03-17T00:00:00.000Z,1960-03-17T00:00:00.000Z,Turndown,1960-03-17T00:00:00.000Z,0,0,0,0,60003,1960-03-17T00:00:00.000Z,632cd6c5-445b-4cdd-a7d9-74021c4aed68
60004,7,IA,Iowa                          ,0,1960-04-01T00:00:00.000Z,Major Disaster,FLOODS,Flood,1960-04-01T00:00:00.000Z,1960-04-01T00:00:00.000Z,Turndown,1960-04-01T00:00:00.000Z,0,0,0,0,60004,1960-04-01T00:00:00.000Z,be7537a8-a26e-4916-a901-4363f190534c
60005,5,MI,Michigan                      ,0,1960-05-06T00:00:00.000Z,Major Disaster,SEVERE FLOOD,Flood,1960-05-06T00:00:00.000Z,1960-05-06T00:00:00.000Z,Turndown,1960-05-06T00:00:00.000Z,0,0,0,0,60005,1960-05-06T00:00:00.000Z,04bcd4ca-cd0f-45fa-8a02-3aa3e1baf8f4
60006,5,MI,Michigan                      ,0,1960-05-31T00:00:00.000Z,Major Disaster,SEVERE FLOOD (2ND TURNDOWN),Flood,1960-05-31T00:00:00.000Z,1960-05-31T00:00:00.000Z,Turndown,1960-05-31T00:00:00.000Z,0,0,0,0,60006,1960-05-31T00:00:00.000Z,deb51f78-c23e-404a-9933-cfd85469038c
60007,7,KS,Kansas                        ,0,1960-06-13T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1960-06-13T00:00:00.000Z,1960-06-13T00:00:00.000Z,Turndown,1960-06-13T00:00:00.000Z,0,0,0,0,60007,1960-06-13T00:00:00.000Z,9565a512-79a9-40f5-b901-d0785bc64b1f
60008,3,PA,Pennsylvania                  ,0,1960-06-17T00:00:00.000Z,Major Disaster,GROUND SUBSIDENCE,Other,1960-06-17T00:00:00.000Z,1960-06-17T00:00:00.000Z,Turndown,1960-06-17T00:00:00.000Z,0,0,0,0,60008,1960-06-17T00:00:00.000Z,9c85a426-5133-4290-b881-a37d1dc8a721
60009,5,MI,Michigan                      ,0,1960-07-11T00:00:00.000Z,Major Disaster,SEVERE FLOOD (3RD TURNDOWN),Flood,1960-07-11T00:00:00.000Z,1960-07-11T00:00:00.000Z,Turndown,1960-07-11T00:00:00.000Z,0,0,0,0,60009,1960-07-11T00:00:00.000Z,e16e7b50-2d7a-4634-b001-6f6553830c0a
60010,4,MS,Mississippi                   ,0,1960-08-01T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1960-08-01T00:00:00.000Z,1960-08-01T00:00:00.000Z,Turndown,1960-08-01T00:00:00.000Z,0,0,0,0,60010,1960-08-01T00:00:00.000Z,5d475f5f-faaa-40c1-a160-9838de3e00d5
60011,6,LA,Louisiana                     ,0,1960-08-01T00:00:00.000Z,Major Disaster,DROUGHT,Drought,1960-08-01T00:00:00.000Z,1960-08-01T00:00:00.000Z,Turndown,1960-08-01T00:00:00.000Z,0,0,0,0,60011,1960-08-01T00:00:00.000Z,1ef1971a-ae98-4189-90e9-91e6ec9ff3af
60012,3,PA,Pennsylvania                  ,0,1960-10-17T00:00:00.000Z,Major Disaster,MINE WATER SEEPAGE,Other,1960-10-17T00:00:00.000Z,1960-10-17T00:00:00.000Z,Turndown,1960-10-17T00:00:00.000Z,0,0,0,0,60012,1960-10-17T00:00:00.000Z,115986f8-19b3-4f10-a65c-1b54a1011f80
61001,6,TX,Texas                         ,0,1961-02-13T00:00:00.000Z,Major Disaster,RAINS & FLOODS,Flood,1961-02-13T00:00:00.000Z,1961-02-13T00:00:00.000Z,Turndown,1961-02-13T00:00:00.000Z,0,0,0,0,61001,1961-02-13T00:00:00.000Z,d0cf0faf-fea6-439c-9b1e-8fac374db9c1
61002,6,OK,Oklahoma                      ,0,1961-03-16T00:00:00.000Z,Major Disaster,TORNADO,Tornado,1961-03-16T00:00:00.000Z,1961-03-16T00:00:00.000Z,Turndown,1961-03-16T00:00:00.000Z,0,0,0,0,61002,1961-03-16T00:00:00.000Z,7de9d5eb-03d9-490c-953f-cfa99f2a5ffa
